0 0 -8.18625
0 1 -8.18625
0 2 -8.18625
0 3 -8.18625
0 4 -8.18625
0 5 -8.18625
0 6 -8.18625
0 7 -8.18625
0 8 -8.18625
0 9 -8.18625
0 10 -8.18625
0 11 -8.18625
0 12 -8.18625
0 13 -8.18625
0 14 -8.18625
0 15 -8.18625
0 16 -8.18625
0 17 -8.18625
0 18 -8.18625
0 19 -8.18625
0 20 -8.18625
0 21 -8.18625
0 22 -8.18625
0 23 -8.18625
0 24 -8.18625
0 25 -8.18625
0 26 -8.18625
0 27 -8.18625
0 28 -8.18625
0 29 -8.18625
0 30 -8.18625
0 31 -8.18625
0 32 -8.18625
0 33 -8.18625
0 34 -8.18625
0 35 -8.18625
0 36 -8.18625
0 37 -8.18625
0 38 -8.18625
0 39 -8.18625
0 40 -8.18625
0 41 -8.18625
0 42 -8.18625
0 43 -8.18625
0 44 -8.18625
0 45 -8.18625
0 46 -8.18625
0 47 -8.18625
0 48 -8.18625
0 49 -8.18625
0 50 -8.18625
0 51 -8.18625
0 52 -8.18625
0 53 -8.18625
0 54 -8.18625
0 55 -8.18625
0 56 -8.18625
0 57 -8.18625
0 58 -8.18625
0 59 -8.18625
0 60 -8.18625
0 61 -8.18625
0 62 -8.18625
0 63 -8.18625
0 64 -8.18625
0 65 -8.18625
0 66 -8.18625
0 67 -8.18625
0 68 -8.18625
0 69 -8.18625
0 70 -8.18625
0 71 -8.18625
0 72 -8.18625
0 73 -8.18625
0 74 -8.18625
0 75 -8.18625
0 76 -8.18625
0 77 -8.18625
0 78 -8.18625
0 79 -8.18625
0 80 -8.18625
0 81 -8.18625
0 82 -8.18625
0 83 -8.18625
0 84 -8.18625
0 85 -8.18625
0 86 -8.18625
0 87 -8.18625
0 88 -8.18625
0 89 -8.18625
0 90 -8.18625
0 91 -8.18625
0 92 -8.18625
0 93 -8.18625
0 94 -8.18625
0 95 -8.18625
0 96 -8.18625
0 97 -8.18625
0 98 -8.18625
0 99 -8.18625
0 100 -8.18625
0 101 -8.18625
0 102 -8.18625
0 103 -8.18625
0 104 -8.18625
0 105 -8.18625
0 106 -8.18625
0 107 -8.18625
0 108 -8.18625
0 109 -8.18625
0 110 -8.18625
0 111 -8.18625
0 112 -8.18625
0 113 -8.18625
0 114 -8.18625
0 115 -8.18625
0 116 -8.18625
0 117 -8.18625
0 118 -8.18625
0 119 -8.18625
0 120 -8.18625
0 121 -8.18625
0 122 -8.18625
0 123 -8.18625
0 124 -8.18625
0 125 -8.18625
0 126 -8.18625
0 127 -8.18625

1 0 -1.3771
1 1 -1.34173
1 2 -1.27707
1 3 -1.25535
1 4 -1.29161
1 5 -1.33342
1 6 -1.33514
1 7 -1.31077
1 8 -1.29824
1 9 -1.29943
1 10 -1.288
1 11 -1.26303
1 12 -1.25487
1 13 -1.2748
1 14 -1.29471
1 15 -1.2873
1 16 -1.25622
1 17 -1.2167
1 18 -1.17781
1 19 -1.15486
1 20 -1.16481
1 21 -1.19458
1 22 -1.20586
1 23 -1.18302
1 24 -1.14558
1 25 -1.11122
1 26 -1.08598
1 27 -1.0884
1 28 -1.13378
1 29 -1.19323
1 30 -1.21555
1 31 -1.1875
1 32 -1.13381
1 33 -1.07329
1 34 -1.0147
1 35 -0.974472
1 36 -0.963957
1 37 -0.979644
1 38 -1.02146
1 39 -1.09228
1 40 -1.17896
1 41 -1.26372
1 42 -1.34022
1 43 -1.39717
1 44 -1.41975
1 45 -1.41884
1 46 -1.41204
1 47 -1.37962
1 48 -1.29426
1 49 -1.17353
1 50 -1.05085
1 51 -0.937847
1 52 -0.860954
1 53 -0.871615
1 54 -0.976354
1 55 -1.11679
1 56 -1.23917
1 57 -1.32394
1 58 -1.35371
1 59 -1.32018
1 60 -1.25207
1 61 -1.18166
1 62 -1.10765
1 63 -1.03292
1 64 -0.998396
1 65 -1.03292
1 66 -1.10765
1 67 -1.18166
1 68 -1.25207
1 69 -1.32018
1 70 -1.35371
1 71 -1.32394
1 72 -1.23917
1 73 -1.11679
1 74 -0.976354
1 75 -0.871615
1 76 -0.860954
1 77 -0.937847
1 78 -1.05085
1 79 -1.17353
1 80 -1.29426
1 81 -1.37962
1 82 -1.41204
1 83 -1.41884
1 84 -1.41975
1 85 -1.39717
1 86 -1.34022
1 87 -1.26372
1 88 -1.17896
1 89 -1.09228
1 90 -1.02146
1 91 -0.979644
1 92 -0.963957
1 93 -0.974472
1 94 -1.0147
1 95 -1.07329
1 96 -1.13381
1 97 -1.1875
1 98 -1.21555
1 99 -1.19323
1 100 -1.13378
1 101 -1.0884
1 102 -1.08598
1 103 -1.11122
1 104 -1.14558
1 105 -1.18302
1 106 -1.20586
1 107 -1.19458
1 108 -1.16481
1 109 -1.15486
1 110 -1.17781
1 111 -1.2167
1 112 -1.25622
1 113 -1.2873
1 114 -1.29471
1 115 -1.2748
1 116 -1.25487
1 117 -1.26303
1 118 -1.288
1 119 -1.29943
1 120 -1.29824
1 121 -1.31077
1 122 -1.33514
1 123 -1.33342
1 124 -1.29161
1 125 -1.25535
1 126 -1.27707
1 127 -1.34173

2 0 2.11166
2 1 2.15585
2 2 2.23287
2 3 2.25059
2 4 2.19905
2 5 2.15002
2 6 2.14881
2 7 2.16178
2 8 2.14843
2 9 2.13239
2 10 2.15608
2 11 2.19873
2 12 2.19861
2 13 2.14598
2 14 2.09759
2 15 2.09837
2 16 2.13894
2 17 2.19143
2 18 2.23422
2 19 2.23862
2 20 2.18895
2 21 2.12453
2 22 2.10889
2 23 2.15251
2 24 2.2133
2 25 2.26095
2 26 2.28396
2 27 2.25673
2 28 2.17188
2 29 2.08633
2 30 2.06755
2 31 2.11432
2 32 2.18201
2 33 2.24861
2 34 2.3091
2 35 2.35014
2 36 2.3688
2 37 2.37596
2 38 2.36781
2 39 2.33355
2 40 2.28008
2 41 2.21434
2 42 2.1322
2 43 2.04574
2 44 1.97465
2 45 1.91235
2 46 1.85796
2 47 1.85484
2 48 1.93553
2 49 2.07291
2 50 2.23122
2 51 2.3968
2 52 2.52875
2 53 2.5636
2 54 2.4907
2 55 2.35659
2 56 2.2075
2 57 2.08511
2 58 2.03725
2 59 2.07214
2 60 2.14022
2 61 2.19904
2 62 2.25319
2 63 2.30763
2 64 2.33312
2 65 2.30763
2 66 2.25319
2 67 2.19904
2 68 2.14022
2 69 2.07214
2 70 2.03725
2 71 2.08511
2 72 2.2075
2 73 2.35659
2 74 2.4907
2 75 2.5636
2 76 2.52875
2 77 2.3968
2 78 2.23122
2 79 2.07291
2 80 1.93553
2 81 1.85484
2 82 1.85796
2 83 1.91235
2 84 1.97465
2 85 2.04574
2 86 2.1322
2 87 2.21434
2 88 2.28008
2 89 2.33355
2 90 2.36781
2 91 2.37596
2 92 2.3688
2 93 2.35014
2 94 2.3091
2 95 2.24861
2 96 2.18201
2 97 2.11432
2 98 2.06755
2 99 2.08633
2 100 2.17188
2 101 2.25673
2 102 2.28396
2 103 2.26095
2 104 2.2133
2 105 2.15251
2 106 2.10889
2 107 2.12453
2 108 2.18895
2 109 2.23862
2 110 2.23422
2 111 2.19143
2 112 2.13894
2 113 2.09837
2 114 2.09759
2 115 2.14598
2 116 2.19861
2 117 2.19873
2 118 2.15608
2 119 2.13239
2 120 2.14843
2 121 2.16178
2 122 2.14881
2 123 2.15002
2 124 2.19905
2 125 2.25059
2 126 2.23287
2 127 2.15585

3 0 3.55447
3 1 3.59847
3 2 3.6739
3 3 3.6892
3 4 3.63866
3 5 3.59392
3 6 3.59115
3 7 3.59062
3 8 3.56164
3 9 3.54399
3 10 3.58011
3 11 3.63137
3 12 3.62274
3 13 3.55033
3 14 3.4854
3 15 3.47997
3 16 3.52175
3 17 3.57417
3 18 3.60446
3 19 3.57893
3 20 3.49175
3 21 3.39928
3 22 3.37208
3 23 3.41479
3 24 3.4771
3 25 3.52199
3 26 3.53255
3 27 3.48704
3 28 3.39222
3 29 3.31199
3 30 3.30345
3 31 3.35163
3 32 3.40679
3 33 3.44534
3 34 3.46379
3 35 3.46066
3 36 3.44944
3 37 3.45159
3 38 3.47065
3 39 3.49922
3 40 3.53304
3 41 3.55776
3 42 3.55134
3 43 3.50841
3 44 3.43421
3 45 3.33214
3 46 3.22825
3 47 3.17343
3 48 3.19406
3 49 3.27535
3 50 3.394
3 51 3.52298
3 52 3.62142
3 53 3.66334
3 54 3.6553
3 55 3.60956
3 56 3.53865
3 57 3.47469
3 58 3.4478
3 59 3.45401
3 60 3.47302
3 61 3.49193
3 62 3.49832
3 63 3.48774
3 64 3.47909
3 65 3.48774
3 66 3.49832
3 67 3.49193
3 68 3.47302
3 69 3.45401
3 70 3.4478
3 71 3.47469
3 72 3.53865
3 73 3.60956
3 74 3.6553
3 75 3.66334
3 76 3.62142
3 77 3.52298
3 78 3.394
3 79 3.27535
3 80 3.19406
3 81 3.17343
3 82 3.22825
3 83 3.33214
3 84 3.43421
3 85 3.50841
3 86 3.55134
3 87 3.55776
3 88 3.53304
3 89 3.49922
3 90 3.47065
3 91 3.45159
3 92 3.44944
3 93 3.46066
3 94 3.46379
3 95 3.44534
3 96 3.40679
3 97 3.35163
3 98 3.30345
3 99 3.31199
3 100 3.39222
3 101 3.48704
3 102 3.53255
3 103 3.52199
3 104 3.4771
3 105 3.41479
3 106 3.37208
3 107 3.39928
3 108 3.49175
3 109 3.57893
3 110 3.60446
3 111 3.57417
3 112 3.52175
3 113 3.47997
3 114 3.4854
3 115 3.55033
3 116 3.62274
3 117 3.63137
3 118 3.58011
3 119 3.54399
3 120 3.56164
3 121 3.59062
3 122 3.59115
3 123 3.59392
3 124 3.63866
3 125 3.6892
3 126 3.6739
3 127 3.59847

4 0 2.06963
4 1 2.10441
4 2 2.16462
4 3 2.17995
4 4 2.1469
4 5 2.11689
4 6 2.11007
4 7 2.09608
4 8 2.06521
4 9 2.06063
4 10 2.10856
4 11 2.15993
4 12 2.14745
4 13 2.07664
4 14 2.01669
4 15 2.01533
4 16 2.06116
4 17 2.11429
4 18 2.13381
4 19 2.08961
4 20 1.99117
4 21 1.89823
4 22 1.86772
4 23 1.89739
4 24 1.94313
4 25 1.96816
4 26 1.95249
4 27 1.88949
4 28 1.80495
4 29 1.75096
4 30 1.75437
4 31 1.79227
4 32 1.82557
4 33 1.83054
4 34 1.79992
4 35 1.74363
4 36 1.68854
4 37 1.66185
4 38 1.6795
4 39 1.74757
4 40 1.85576
4 41 1.97486
4 42 2.073
4 43 2.12373
4 44 2.10639
4 45 2.02698
4 46 1.92472
4 47 1.8342
4 48 1.76791
4 49 1.74086
4 50 1.75995
4 51 1.79384
4 52 1.81173
4 53 1.83091
4 54 1.87584
4 55 1.93541
4 56 1.99591
4 57 2.05372
4 58 2.08076
4 59 2.05072
4 60 1.99281
4 61 1.94795
4 62 1.90448
4 63 1.8471
4 64 1.81642
4 65 1.8471
4 66 1.90448
4 67 1.94795
4 68 1.99281
4 69 2.05072
4 70 2.08076
4 71 2.05372
4 72 1.99591
4 73 1.93541
4 74 1.87584
4 75 1.83091
4 76 1.81173
4 77 1.79384
4 78 1.75995
4 79 1.74086
4 80 1.76791
4 81 1.8342
4 82 1.92472
4 83 2.02698
4 84 2.10639
4 85 2.12373
4 86 2.073
4 87 1.97486
4 88 1.85576
4 89 1.74757
4 90 1.6795
4 91 1.66185
4 92 1.68854
4 93 1.74363
4 94 1.79992
4 95 1.83054
4 96 1.82557
4 97 1.79227
4 98 1.75437
4 99 1.75096
4 100 1.80495
4 101 1.88949
4 102 1.95249
4 103 1.96816
4 104 1.94313
4 105 1.89739
4 106 1.86772
4 107 1.89823
4 108 1.99117
4 109 2.08961
4 110 2.13381
4 111 2.11429
4 112 2.06116
4 113 2.01533
4 114 2.01669
4 115 2.07664
4 116 2.14745
4 117 2.15993
4 118 2.10856
4 119 2.06063
4 120 2.06521
4 121 2.09608
4 122 2.11007
4 123 2.11689
4 124 2.1469
4 125 2.17995
4 126 2.16462
4 127 2.10441

5 0 -1.06103
5 1 -1.04295
5 2 -1.00952
5 3 -0.993285
5 4 -0.997372
5 5 -1.00614
5 6 -1.02
5 7 -1.0477
5 8 -1.07114
5 9 -1.05532
5 10 -1.00208
5 11 -0.962475
5 12 -0.978494
5 13 -1.03335
5 14 -1.07424
5 15 -1.06727
5 16 -1.01952
5 17 -0.96732
5 18 -0.954
5 19 -0.999154
5 20 -1.07667
5 21 -1.13609
5 22 -1.14981
5 23 -1.12853
5 24 -1.10059
5 25 -1.09584
5 26 -1.13386
5 27 -1.20163
5 28 -1.25631
5 29 -1.26998
5 30 -1.25435
5 31 -1.23396
5 32 -1.2255
5 33 -1.24686
5 34 -1.30895
5 35 -1.39492
5 36 -1.47361
5 37 -1.52208
5 38 -1.51939
5 39 -1.44992
5 40 -1.32631
5 41 -1.1797
5 42 -1.03487
5 43 -0.920719
5 44 -0.868159
5 45 -0.87143
5 46 -0.901419
5 47 -0.962043
5 48 -1.06927
5 49 -1.1951
5 50 -1.30232
5 51 -1.39127
5 52 -1.45411
5 53 -1.44901
5 54 -1.36206
5 55 -1.22675
5 56 -1.07575
5 57 -0.942206
5 58 -0.880808
5 59 -0.917262
5 60 -1.00973
5 61 -1.10415
5 62 -1.18534
5 63 -1.24981
5 64 -1.27626
5 65 -1.24981
5 66 -1.18534
5 67 -1.10415
5 68 -1.00973
5 69 -0.917262
5 70 -0.880808
5 71 -0.942206
5 72 -1.07575
5 73 -1.22675
5 74 -1.36206
5 75 -1.44901
5 76 -1.45411
5 77 -1.39127
5 78 -1.30232
5 79 -1.1951
5 80 -1.06927
5 81 -0.962043
5 82 -0.901419
5 83 -0.87143
5 84 -0.868159
5 85 -0.920719
5 86 -1.03487
5 87 -1.1797
5 88 -1.32631
5 89 -1.44992
5 90 -1.51939
5 91 -1.52208
5 92 -1.47361
5 93 -1.39492
5 94 -1.30895
5 95 -1.24686
5 96 -1.2255
5 97 -1.23396
5 98 -1.25435
5 99 -1.26998
5 100 -1.25631
5 101 -1.20163
5 102 -1.13386
5 103 -1.09584
5 104 -1.10059
5 105 -1.12853
5 106 -1.14981
5 107 -1.13609
5 108 -1.07667
5 109 -0.999154
5 110 -0.954
5 111 -0.96732
5 112 -1.01952
5 113 -1.06727
5 114 -1.07424
5 115 -1.03335
5 116 -0.978494
5 117 -0.962475
5 118 -1.00208
5 119 -1.05532
5 120 -1.07114
5 121 -1.0477
5 122 -1.02
5 123 -1.00614
5 124 -0.997372
5 125 -0.993285
5 126 -1.00952
5 127 -1.04295

6 0 -3.49838
6 1 -3.50145
6 2 -3.50235
6 3 -3.48708
6 4 -3.45875
6 5 -3.44442
6 6 -3.46656
6 7 -3.50752
6 8 -3.52084
6 9 -3.48658
6 10 -3.43809
6 11 -3.42131
6 12 -3.44402
6 13 -3.47913
6 14 -3.49897
6 15 -3.48947
6 16 -3.45176
6 17 -3.4118
6 18 -3.40769
6 19 -3.44476
6 20 -3.48397
6 21 -3.49212
6 22 -3.47629
6 23 -3.45619
6 24 -3.44161
6 25 -3.4493
6 26 -3.4929
6 27 -3.54286
6 28 -3.5489
6 29 -3.51068
6 30 -3.47395
6 31 -3.46246
6 32 -3.47009
6 33 -3.50294
6 34 -3.57059
