0 0 21.7059 0
0 4 4 0
0 8 4 0
0 12 4 0
0 16 4 0
0 20 4 0
0 24 4 0
0 28 4 0
0 32 4 0
0 36 4 0
0 40 4 0
0 44 4 0
0 48 4 0
0 52 4 0
0 56 4 0
0 60 4 0

4 0 4 0
4 4 4 0
4 8 4 0
4 12 4 0
4 16 4 0
4 20 4 0
4 24 4 0
4 28 4 0
4 32 4 0
4 36 4 0
4 40 4 0
4 44 4 0
4 48 4 0
4 52 4 0
4 56 4 0
4 60 4 0

8 0 4 0
8 4 4 0
8 8 4 0
8 12 4 0
8 16 4 0
8 20 4 0
8 24 4 0
8 28 4 0
8 32 4 0
8 36 4 0
8 40 4 0
8 44 4 0
8 48 4 0
8 52 4 0
8 56 4 0
8 60 4 0

12 0 4 0
12 4 4 0
12 8 4 0
12 12 4 0
12 16 4 0
12 20 4 0
12 24 4 0
12 28 4 0
12 32 4 0
12 36 4 0
12 40 4 0
12 44 4 0
12 48 4 0
12 52 4 0
12 56 4 0
12 60 4 0

16 0 4 0
16 4 4 0
16 8 4 0
16 12 4 0
16 16 4 0
16 20 4 0
16 24 4 0
16 28 4 0
16 32 4 0
16 36 4 0
16 40 4 0
16 44 4 0
16 48 4 0
16 52 4 0
16 56 4 0
16 60 4 0

20 0 4 0
20 4 4 0
20 8 4 0
20 12 4 0
20 16 4 0
20 20 4 0
20 24 4 0
20 28 4 0
20 32 4 0
20 36 4 0
20 40 4 0
20 44 4 0
20 48 4 0
20 52 4 0
20 56 4 0
20 60 4 0

24 0 4 0
24 4 4 0
24 8 4 0
24 12 4 0
24 16 4 0
24 20 4 0
24 24 4 0
24 28 4 0
24 32 4 0
24 36 4 0
24 40 4 0
24 44 4 0
24 48 4 0
24 52 4 0
24 56 4 0
24 60 4 0

28 0 4 0
28 4 4 0
28 8 4 0
28 12 4 0
28 16 4 0
28 20 4 0
28 24 4 0
28 28 4 0
28 32 4 0
28 36 4 0
28 40 4 0
28 44 4 0
28 48 4 0
28 52 4 0
28 56 4 0
28 60 4 0

32 0 4 0
32 4 4 0
32 8 4 0
32 12 4 0
32 16 4 0
32 20 4 0
32 24 4 0
32 28 4 0
32 32 4 0
32 36 4 0
32 40 4 0
32 44 4 0
32 48 4 0
32 52 4 0
32 56 4 0
32 60 4 0

36 0 4 0
36 4 4 0
36 8 4 0
36 12 4 0
36 16 4 0
36 20 4 0
36 24 4 0
36 28 4 0
36 32 4 0
36 36 4 0
36 40 4 0
36 44 4 0
36 48 4 0
36 52 4 0
36 56 4 0
36 60 4 0

40 0 4 0
40 4 4 0
40 8 4 0
40 12 4 0
40 16 4 0
40 20 4 0
40 24 4 0
40 28 4 0
40 32 4 0
40 36 4 0
40 40 4 0
40 44 4 0
40 48 4 0
40 52 4 0
40 56 4 0
40 60 4 0

44 0 4 0
44 4 4 0
44 8 4 0
44 12 4 0
44 16 4 0
44 20 4 0
44 24 4 0
44 28 4 0
44 32 4 0
44 36 4 0
44 40 4 0
44 44 4 0
44 48 4 0
44 52 4 0
44 56 4 0
44 60 4 0

48 0 4 0
48 4 4 0
48 8 4 0
48 12 4 0
48 16 4 0
48 20 4 0
48 24 4 0
48 28 4 0
48 32 4 0
48 36 4 0
48 40 4 0
48 44 4 0
48 48 4 0
48 52 4 0
48 56 4 0
48 60 4 0

52 0 4 0
52 4 4 0
52 8 4 0
52 12 4 0
52 16 4 0
52 20 4 0
52 24 4 0
52 28 4 0
52 32 4 0
52 36 4 0
52 40 4 0
52 44 4 0
52 48 4 0
52 52 4 0
52 56 4 0
52 60 4 0

56 0 4 0
56 4 4 0
56 8 4 0
56 12 4 0
56 16 4 0
56 20 4 0
56 24 4 0
56 28 4 0
56 32 4 0
56 36 4 0
56 40 4 0
56 44 4 0
56 48 4 0
56 52 4 0
56 56 4 0
56 60 4 0

60 0 4 0
60 4 4 0
60 8 4 0
60 12 4 0
60 16 4 0
60 20 4 0
60 24 4 0
60 28 4 0
60 32 4 0
60 36 4 0
60 40 4 0
60 44 4 0
60 48 4 0
60 52 4 0
60 56 4 0
60 60 4 0

64 0 4 0
64 4 4 0
64 8 4 0
64 12 4 0
64 16 4 0
64 20 4 0
64 24 4 0
64 28 4 0
64 32 4 0
64 36 4 0
64 40 4 0
64 44 4 0
