0 0 4 -2.67976e-16
0 4 4 0
0 8 4 0
0 12 4 0
0 16 4 2.66475e-16
0 20 4 0
0 24 4 0
0 28 4 0
0 32 4 0
0 36 4 0
0 40 4 0
0 44 4 0
0 48 4 2.66871e-16
0 52 4 0
0 56 4 0
0 60 4 0

4 0 3.83247 0.012711
4 4 3.80882 0.281556
4 8 3.78652 0.518433
4 12 3.7648 0.655438
4 16 3.74081 0.665282
4 20 3.62126 0.497499
4 24 3.63108 0.280292
4 28 3.81802 -0.0927395
4 32 3.83453 -0.0199695
4 36 3.81855 0.0594193
4 40 3.64921 -0.277173
4 44 3.62951 -0.495132
4 48 3.73683 -0.657063
4 52 3.76576 -0.645723
4 56 3.79389 -0.505173
4 60 3.81472 -0.259986

8 0 4.22873 0.0265963
8 4 4.21251 -0.145675
8 8 4.18187 -0.305948
8 12 4.14466 -0.414507
8 16 4.02954 -0.507337
8 20 3.78261 -0.647839
8 24 3.43606 -0.389015
8 28 3.35605 -0.3934
8 32 3.34136 -0.0342674
8 36 3.35682 0.34714
8 40 3.43638 0.368141
8 44 3.76242 0.619608
8 48 4.00302 0.508311
8 52 4.12469 0.438531
8 56 4.17448 0.341816
8 60 4.21156 0.190108

12 0 4.77506 0.0270864
12 4 4.76824 -0.165794
12 8 4.72322 -0.354189
12 12 4.61768 -0.533343
12 16 4.27849 -0.883123
12 20 3.73397 -1.12228
12 24 3.15667 -0.89372
12 28 2.71668 -0.498533
12 32 2.62084 -0.036848
12 36 2.7117 0.454885
12 40 3.12661 0.845023
12 44 3.69386 1.08906
12 48 4.2383 0.882552
12 52 4.58251 0.5673
12 56 4.69943 0.403764
12 60 4.76031 0.219243

16 0 5.35224 0.0327811
16 4 5.33922 -0.191623
16 8 5.29345 -0.425703
16 12 5.07628 -0.823667
16 16 4.55223 -1.44685
16 20 3.90475 -1.75558
16 24 3.02767 -1.66338
16 28 2.0303 -0.973322
16 32 1.63365 -0.042739
16 36 2.00514 0.906957
16 40 2.97332 1.59421
16 44 3.84349 1.72248
16 48 4.49972 1.45551
16 52 5.03665 0.867549
16 56 5.26704 0.488093
16 60 5.32393 0.258499

